county_fips,state_fips,never,rarely,sometimes,frequently,always
20025,20000,16.3%,13.0%,12.6%,23.2%,34.8%
20027,20000,8.1%,6.9%,11.5%,22.9%,50.7%
20029,20000,15.4%,7.7%,11.8%,21.7%,43.4%
20031,20000,8.5%,11.9%,16.5%,40.4%,22.7%
20033,20000,11.2%,14.4%,12.8%,27.1%,34.6%
20035,20000,7.5%,9.3%,28.0%,13.1%,42.1%
20037,20000,10.8%,14.3%,11.8%,13.9%,49.2%
20039,20000,16.3%,11.8%,21.1%,23.5%,27.3%
20041,20000,10.6%,11.8%,14.8%,24.3%,38.5%
20043,20000,13.7%,19.3%,18.4%,21.4%,27.2%
20045,20000,0.6%,0.9%,2.4%,22.7%,73.4%
20047,20000,5.2%,8.6%,13.5%,22.1%,50.6%
20049,20000,6.1%,5.0%,29.5%,28.2%,31.2%
20051,20000,15.4%,15.4%,22.4%,14.8%,32.0%
20053,20000,17.4%,13.3%,13.3%,18.7%,37.3%
20055,20000,16.6%,8.9%,16.3%,23.9%,34.3%
20057,20000,14.3%,8.4%,14.3%,23.2%,39.9%
20059,20000,6.3%,6.0%,15.9%,35.4%,36.4%
20061,20000,5.0%,6.8%,11.3%,27.0%,49.9%
20063,20000,24.0%,8.9%,23.4%,15.1%,28.7%
20065,20000,21.8%,15.6%,24.7%,12.9%,25.0%
20067,20000,14.0%,10.8%,15.0%,23.1%,37.0%
20069,20000,15.8%,9.2%,14.6%,24.0%,36.4%
20071,20000,13.5%,13.1%,18.1%,22.9%,32.3%
20073,20000,3.4%,7.9%,25.6%,30.2%,33.0%
20075,20000,13.1%,9.5%,18.9%,21.7%,36.8%
20077,20000,7.9%,11.8%,21.0%,19.3%,40.0%
20079,20000,7.5%,5.8%,12.1%,32.3%,42.3%
20081,20000,15.3%,10.7%,13.7%,23.9%,36.4%
20083,20000,12.6%,7.5%,16.3%,22.5%,41.2%
20085,20000,1.0%,11.6%,16.1%,13.6%,57.7%
20087,20000,2.6%,6.9%,9.0%,18.2%,63.4%
20089,20000,17.1%,14.2%,8.7%,25.9%,34.0%
20091,20000,2.9%,1.9%,7.5%,22.4%,65.4%
20093,20000,15.5%,9.8%,17.2%,22.9%,34.6%
20095,20000,8.1%,21.2%,11.4%,12.8%,46.4%
20097,20000,6.2%,10.7%,12.8%,23.3%,46.9%
20099,20000,16.8%,12.3%,9.1%,14.7%,47.1%
20101,20000,19.7%,7.5%,19.7%,20.4%,32.6%
20103,20000,8.7%,13.5%,9.2%,14.2%,54.4%
20105,20000,17.1%,13.2%,16.0%,16.3%,37.5%
20107,20000,14.0%,5.3%,12.1%,28.5%,40.0%
20109,20000,20.6%,13.1%,19.4%,18.9%,28.0%
20111,20000,11.3%,11.1%,13.3%,30.0%,34.4%
20113,20000,12.0%,6.5%,10.6%,31.3%,39.6%
20115,20000,10.1%,6.8%,20.9%,27.9%,34.3%
20117,20000,4.8%,4.9%,23.3%,26.3%,40.7%
20119,20000,16.4%,12.3%,11.5%,23.5%,36.2%
20121,20000,7.1%,4.4%,9.5%,25.0%,54.0%
20123,20000,17.3%,11.6%,14.4%,18.0%,38.8%
20125,20000,16.4%,13.2%,10.2%,19.5%,40.7%
20127,20000,11.0%,9.4%,14.8%,24.4%,40.4%
20129,20000,12.0%,11.3%,14.4%,21.8%,40.5%
20131,20000,3.5%,9.4%,20.3%,23.6%,43.2%
20133,20000,13.3%,20.4%,12.0%,12.7%,41.6%
20135,20000,15.0%,8.3%,19.9%,19.8%,37.1%
20137,20000,16.1%,16.3%,17.7%,22.5%,27.5%
20139,20000,1.8%,9.0%,8.8%,24.0%,56.4%
20141,20000,17.4%,23.3%,16.3%,13.6%,29.3%
20143,20000,13.1%,11.7%,16.4%,19.1%,39.6%
20145,20000,5.3%,9.6%,13.7%,21.7%,49.7%
20147,20000,15.0%,24.4%,12.6%,19.0%,29.0%
20149,20000,1.2%,5.7%,14.5%,23.6%,55.0%
20151,20000,2.0%,18.3%,10.1%,30.9%,38.7%
20153,20000,12.8%,17.4%,20.9%,22.0%,26.8%
20155,20000,13.5%,7.7%,14.3%,19.1%,45.4%
20157,20000,18.3%,7.3%,7.6%,29.5%,37.3%
20159,20000,15.3%,8.6%,11.0%,24.1%,41.0%
20161,20000,3.0%,5.0%,12.4%,26.1%,53.5%
20163,20000,17.9%,22.0%,21.8%,12.3%,26.0%
20165,20000,11.0%,12.2%,18.2%,18.3%,40.3%
20167,20000,16.0%,17.4%,17.4%,15.7%,33.5%
20169,20000,12.6%,13.3%,17.5%,20.9%,35.7%
20171,20000,19.7%,9.0%,19.0%,21.0%,31.3%
20173,20000,6.0%,5.5%,12.6%,26.0%,49.9%
20175,20000,13.8%,14.0%,9.2%,22.6%,40.3%
20177,20000,0.9%,7.8%,9.5%,18.4%,63.3%
20179,20000,23.1%,11.2%,23.6%,15.4%,26.7%
20181,20000,10.0%,27.0%,15.9%,24.0%,23.1%
